molecule,#stars,#amine,#amidine,#acid,#amide,#rotor,#rtvFG,CNS,mol_MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIQPlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metab,QPlogKhsa,HumanOralAbsorption,PercentHumanOralAbsorption,SAfluorine,SAamideO,PSA,#NandO,RuleOfFive,#ringatoms,#in34,#in56,#noncon,#nonHatm,RuleOfThree,Jm
"ligprep_1.sdf:186",8,1,0,5,0,20,1,-2,413.211,4.223,593.400,150.612,434.559,0.000,8.230,1061.239,9.000,20.800,0.0168072,0.1051566,0.8479285,23.475,13.250,32.624,33.363,-4.744,0.307,0.996,4.319,0.003,-4.253,0.000,-9.671,9.193,-0.721,6,-2.621,1,0.000,0.000,0.000,257.827,14,2,0,0,0,0,25,1,0.000
"ligprep_1.sdf:186",8,1,0,5,0,20,1,-2,413.211,7.877,562.861,143.011,414.069,0.000,5.781,1019.867,9.000,20.800,0.0608339,0.1108622,0.8705486,21.819,12.766,32.596,33.149,-4.628,0.326,0.996,4.685,0.005,-3.872,0.000,-9.293,9.312,-0.257,6,-2.494,1,0.000,0.000,0.000,252.059,14,2,0,0,0,0,25,1,0.000
"ligprep_1.sdf:186",8,1,0,5,0,20,1,-2,413.211,9.896,603.088,132.180,464.085,0.000,6.823,1061.912,9.000,20.800,0.0922189,0.1034675,0.8346614,23.502,13.428,33.760,33.587,-5.024,0.298,0.996,4.104,0.002,-4.668,0.000,-10.215,9.161,-0.143,6,-2.693,1,0.000,0.000,0.000,261.032,14,2,0,0,0,0,25,1,0.000
"ligprep_1.sdf:186",8,1,0,5,0,20,1,-2,413.211,4.607,612.496,139.358,466.735,0.000,6.403,1074.091,9.000,20.800,0.0197593,0.1018782,0.8281119,23.989,13.551,32.928,33.627,-5.035,0.281,0.996,3.998,0.002,-4.765,0.000,-10.264,9.087,-0.576,6,-2.726,1,0.000,0.000,0.000,265.159,14,2,0,0,0,0,25,1,0.000
"ligprep_1.sdf:186",9,1,0,5,0,20,1,-2,413.211,12.776,567.959,134.443,425.759,0.000,7.758,1023.263,9.000,20.800,0.1595158,0.1098671,0.8646484,21.955,12.874,34.046,33.242,-4.724,0.320,0.996,4.589,0.004,-4.021,0.000,-9.509,8.882,-0.342,6,-2.527,1,0.000,0.000,0.000,252.719,14,2,0,0,0,0,25,1,0.000
"ligprep_1.sdf:186",8,1,0,5,0,20,1,-2,413.211,7.487,604.305,136.575,460.609,0.000,7.121,1066.646,9.000,20.800,0.0525487,0.1032591,0.8354535,23.691,13.452,33.271,33.566,-4.977,0.295,0.996,4.117,0.002,-4.625,0.000,-10.151,9.562,-0.367,6,-2.688,1,0.000,0.000,0.000,263.146,14,2,0,0,0,0,25,1,0.000
"ligprep_1.sdf:186",8,1,0,5,0,20,1,-2,413.211,7.647,599.386,141.270,450.968,0.000,7.148,1059.788,9.000,20.800,0.0551800,0.1041065,0.8386955,23.417,13.325,33.173,33.489,-4.918,0.303,0.996,4.169,0.002,-4.500,0.000,-9.973,9.057,-0.330,6,-2.671,1,0.000,0.000,0.000,259.915,14,2,0,0,0,0,25,1,0.000
"ligprep_1.sdf:186",8,1,0,5,0,20,1,-2,413.211,7.882,600.012,135.350,457.496,0.000,7.166,1059.360,9.000,20.800,0.0586376,0.1039979,0.8375947,23.400,13.365,33.243,33.535,-4.970,0.302,0.996,4.151,0.002,-4.573,0.000,-10.094,8.838,-0.294,6,-2.677,1,0.000,0.000,0.000,258.112,14,2,0,0,0,0,25,1,0.000
"ligprep_1.sdf:186",8,1,0,5,0,20,1,-2,413.211,7.877,562.861,143.011,414.069,0.000,5.781,1019.867,9.000,20.800,0.0608339,0.1108622,0.8705486,21.819,12.766,32.596,33.149,-4.628,0.326,0.996,4.685,0.005,-3.872,0.000,-9.293,9.312,-0.257,6,-2.494,1,0.000,0.000,0.000,252.059,14,2,0,0,0,0,25,1,0.000
"ligprep_1.sdf:186",8,1,0,5,0,20,1,-2,413.211,4.223,593.400,150.612,434.559,0.000,8.230,1061.239,9.000,20.800,0.0168072,0.1051566,0.8479285,23.475,13.250,32.624,33.363,-4.744,0.307,0.996,4.319,0.003,-4.253,0.000,-9.671,9.193,-0.721,6,-2.621,1,0.000,0.000,0.000,257.827,14,2,0,0,0,0,25,1,0.000
"ligprep_1.sdf:186",8,1,0,5,0,20,1,-2,413.211,9.896,603.088,132.180,464.085,0.000,6.823,1061.912,9.000,20.800,0.0922189,0.1034675,0.8346614,23.502,13.428,33.760,33.587,-5.024,0.298,0.996,4.104,0.002,-4.668,0.000,-10.215,9.161,-0.143,6,-2.693,1,0.000,0.000,0.000,261.032,14,2,0,0,0,0,25,1,0.000
"ligprep_1.sdf:186",9,1,0,5,0,20,1,-2,413.211,12.776,567.959,134.443,425.759,0.000,7.758,1023.263,9.000,20.800,0.1595158,0.1098671,0.8646484,21.955,12.874,34.046,33.242,-4.724,0.320,0.996,4.589,0.004,-4.021,0.000,-9.509,8.882,-0.342,6,-2.527,1,0.000,0.000,0.000,252.719,14,2,0,0,0,0,25,1,0.000
"ligprep_1.sdf:186",8,1,0,5,0,20,1,-2,413.211,4.607,612.496,139.358,466.735,0.000,6.403,1074.091,9.000,20.800,0.0197593,0.1018782,0.8281119,23.989,13.551,32.928,33.627,-5.035,0.281,0.996,3.998,0.002,-4.765,0.000,-10.264,9.087,-0.576,6,-2.726,1,0.000,0.000,0.000,265.159,14,2,0,0,0,0,25,1,0.000
"ligprep_1.sdf:186",8,1,0,5,0,20,1,-2,413.211,7.487,604.305,136.575,460.609,0.000,7.121,1066.646,9.000,20.800,0.0525487,0.1032591,0.8354535,23.691,13.452,33.271,33.566,-4.977,0.295,0.996,4.117,0.002,-4.625,0.000,-10.151,9.562,-0.367,6,-2.688,1,0.000,0.000,0.000,263.146,14,2,0,0,0,0,25,1,0.000
"ligprep_1.sdf:186",8,1,0,5,0,20,1,-2,413.211,5.556,597.663,136.973,454.522,0.000,6.168,1056.661,9.000,20.800,0.0292108,0.1044067,0.8394583,23.292,13.314,32.787,33.508,-4.953,0.310,0.996,4.182,0.002,-4.528,0.000,-10.039,8.980,-0.398,6,-2.667,1,0.000,0.000,0.000,263.505,14,2,0,0,0,0,25,1,0.000
"ligprep_1.sdf:186",8,1,0,5,0,20,1,-2,413.211,6.540,620.914,135.539,480.389,0.000,4.986,1086.892,9.000,20.800,0.0393462,0.1004970,0.8233630,24.501,13.756,33.422,33.740,-5.113,0.265,0.996,3.921,0.001,-4.955,0.000,-10.515,9.312,-0.499,6,-2.749,1,0.000,0.000,0.000,264.908,14,2,0,0,0,0,25,1,0.000
"ligprep_1.sdf:186",8,1,0,5,0,20,1,-2,413.211,10.700,592.884,140.610,444.953,0.000,7.320,1056.619,9.000,20.800,0.1083523,0.1052483,0.8462032,23.290,13.269,33.854,33.432,-4.845,0.311,0.996,4.291,0.002,-4.368,0.000,-9.862,8.924,-0.070,6,-2.631,1,0.000,0.000,0.000,256.341,14,2,0,0,0,0,25,1,0.000
"ligprep_1.sdf:186",8,1,0,5,0,20,1,-2,413.211,4.464,607.455,128.286,473.282,0.000,5.887,1071.645,9.000,20.800,0.0185934,0.1027236,0.8337156,23.891,13.578,32.927,33.659,-5.061,0.294,0.996,4.089,0.001,-4.768,0.000,-10.384,9.262,-0.178,6,-2.697,1,0.000,0.000,0.000,264.946,14,2,0,0,0,0,25,1,0.000
"ligprep_1.sdf:186",8,1,0,5,0,20,1,-2,413.211,6.108,597.701,137.556,454.219,0.000,5.925,1063.270,9.000,20.800,0.0350896,0.1044001,0.8429018,23.556,13.380,32.972,33.506,-4.909,0.311,0.996,4.237,0.002,-4.491,0.000,-10.033,9.229,-0.465,6,-2.648,1,0.000,0.000,0.000,263.956,14,2,0,0,0,0,25,1,0.000
"ligprep_1.sdf:186",8,1,0,5,0,20,1,-2,413.211,5.660,609.236,139.788,463.313,0.000,6.134,1076.580,9.000,20.800,0.0297604,0.1024234,0.8338299,24.089,13.557,33.103,33.596,-4.972,0.289,0.996,4.091,0.002,-4.671,0.000,-10.201,8.891,-0.655,6,-2.695,1,0.000,0.000,0.000,263.688,14,2,0,0,0,0,25,1,0.000
"ligprep_1.sdf:186",8,1,0,5,0,20,1,-2,413.211,4.290,617.975,146.414,464.103,0.000,7.458,1084.402,9.000,20.800,0.0169717,0.1009749,0.8260142,24.402,13.637,33.021,33.623,-4.986,0.262,0.996,3.964,0.002,-4.760,0.000,-10.215,9.130,-0.506,6,-2.735,1,0.000,0.000,0.000,266.532,14,2,0,0,0,0,25,1,0.000
"ligprep_1.sdf:186",8,1,0,5,0,20,1,-2,413.211,6.895,603.887,123.614,474.438,0.000,5.835,1070.449,9.000,20.800,0.0444183,0.1033306,0.8380179,23.843,13.581,33.285,33.659,-5.050,0.301,0.996,4.158,0.001,-4.733,0.000,-10.406,9.556,-0.236,6,-2.674,1,0.000,0.000,0.000,267.368,14,2,0,0,0,0,25,1,0.000
"ligprep_1.sdf:186",8,1,0,5,0,20,1,-2,413.211,7.782,576.205,148.028,422.067,0.000,6.110,1046.383,9.000,20.800,0.0578782,0.1082948,0.8650645,22.880,13.054,32.959,33.236,-4.623,0.328,0.996,4.596,0.004,-3.989,0.000,-9.441,9.442,-0.553,6,-2.528,1,0.000,0.000,0.000,260.619,14,2,0,0,0,0,25,1,0.000
"ligprep_1.sdf:186",8,1,0,5,0,20,1,-2,413.211,6.322,599.904,130.780,462.108,0.000,7.015,1059.225,9.000,20.800,0.0377293,0.1040166,0.8376749,23.394,13.395,32.976,33.566,-5.003,0.303,0.996,4.153,0.002,-4.617,0.000,-10.179,9.458,-0.603,6,-2.677,1,0.000,0.000,0.000,259.719,14,2,0,0,0,0,25,1,0.000
"ligprep_1.sdf:186",8,1,0,5,0,20,1,-2,413.211,8.902,629.382,143.276,478.959,0.000,7.148,1093.355,9.000,20.800,0.0724730,0.0991448,0.8155011,24.760,13.818,33.943,33.751,-5.113,0.231,0.996,3.794,0.001,-5.027,0.000,-10.489,9.495,-0.684,6,-2.789,1,0.000,0.000,0.000,264.571,14,2,0,0,0,0,25,1,0.000
"ligprep_1.sdf:186",8,1,0,5,0,20,1,-2,413.211,10.324,589.717,136.172,445.173,0.000,8.372,1053.136,9.000,20.800,0.1011982,0.1058136,0.8488768,23.150,13.251,33.721,33.426,-4.841,0.310,0.996,4.334,0.002,-4.342,0.000,-9.866,9.359,-0.181,6,-2.616,1,0.000,0.000,0.000,263.123,14,2,0,0,0,0,25,1,0.000
"ligprep_1.sdf:186",8,1,0,5,0,20,1,-2,413.211,8.648,563.463,129.472,425.737,0.000,8.254,1020.334,9.000,20.800,0.0732939,0.1107438,0.8698843,21.838,12.868,32.842,33.231,-4.702,0.315,0.996,4.674,0.004,-3.974,0.000,-9.508,9.622,-0.321,6,-2.498,1,0.000,0.000,0.000,252.593,14,2,0,0,0,0,25,1,0.000
"ligprep_1.sdf:186",8,1,0,5,0,20,1,-2,413.211,6.099,615.605,141.832,467.450,0.000,6.324,1080.929,9.000,20.800,0.0344098,0.1013637,0.8274229,24.263,13.621,33.227,33.640,-5.019,0.273,0.996,3.987,0.001,-4.780,0.000,-10.277,9.344,-0.501,6,-2.729,1,0.000,0.000,0.000,263.650,14,2,0,0,0,0,25,1,0.000
"ligprep_1.sdf:186",8,1,0,5,0,20,1,-2,413.211,9.508,593.805,139.714,447.045,0.000,7.045,1055.141,9.000,20.800,0.0856819,0.1050851,0.8441024,23.231,13.263,33.523,33.449,-4.878,0.311,0.996,4.257,0.002,-4.409,0.000,-9.901,8.937,-0.441,6,-2.642,1,0.000,0.000,0.000,261.595,14,2,0,0,0,0,25,1,0.000
"ligprep_1.sdf:186",8,1,0,5,0,20,1,-2,413.211,6.990,602.574,132.029,464.884,0.000,5.661,1066.600,9.000,20.800,0.0458138,0.1035557,0.8378296,23.689,13.476,33.200,33.591,-5.000,0.304,0.996,4.155,0.002,-4.645,0.000,-10.230,9.537,-0.328,6,-2.675,1,0.000,0.000,0.000,259.483,14,2,0,0,0,0,25,1,0.000
"ligprep_1.sdf:186",8,1,0,5,0,20,1,-2,413.211,4.103,591.479,116.051,469.148,0.000,6.281,1052.456,9.000,20.800,0.0159994,0.1054982,0.8459824,23.123,13.392,32.642,33.593,-5.033,0.317,0.996,4.287,0.001,-4.598,0.000,-10.308,8.974,-0.212,6,-2.632,1,0.000,0.000,0.000,263.475,14,2,0,0,0,0,25,1,0.000
"ligprep_1.sdf:186",8,1,0,5,0,20,1,-2,413.211,11.648,613.532,142.765,464.580,0.000,6.186,1076.791,9.000,20.800,0.1259901,0.1017062,0.8280989,24.097,13.560,34.411,33.615,-5.011,0.279,0.996,3.998,0.002,-4.745,0.000,-10.224,9.201,-0.725,6,-2.726,1,0.000,0.000,0.000,261.502,14,2,0,0,0,0,25,1,0.000
"ligprep_1.sdf:186",8,1,0,5,0,20,1,-2,413.211,10.452,597.900,138.244,456.370,0.000,3.286,1067.481,9.000,20.800,0.1023306,0.1043653,0.8448443,23.725,13.421,33.959,33.521,-4.908,0.322,0.996,4.269,0.002,-4.498,0.000,-10.073,9.033,0.036,6,-2.637,1,0.000,0.000,0.000,261.505,14,2,0,0,0,0,25,1,0.000
"ligprep_1.sdf:186",8,1,0,5,0,20,1,-2,413.211,10.878,599.955,135.928,457.926,0.000,6.100,1066.506,9.000,20.800,0.1109513,0.1040079,0.8414382,23.686,13.436,34.073,33.537,-4.930,0.307,0.996,4.214,0.002,-4.540,0.000,-10.101,9.124,-0.160,6,-2.656,1,0.000,0.000,0.000,264.091,14,2,0,0,0,0,25,1,0.000
"ligprep_1.sdf:186",8,1,0,5,0,20,1,-2,413.211,6.904,600.005,117.928,475.447,0.000,6.631,1063.336,9.000,20.800,0.0448232,0.1039991,0.8396992,23.559,13.529,33.204,33.657,-5.071,0.304,0.996,4.186,0.001,-4.723,0.000,-10.424,9.397,-0.322,6,-2.665,1,0.000,0.000,0.000,265.925,14,2,0,0,0,0,25,1,0.000
"ligprep_1.sdf:186",8,1,0,5,0,20,1,-2,413.211,3.110,607.475,141.493,459.916,0.000,6.066,1076.793,9.000,20.800,0.0089825,0.1027203,0.8363564,24.097,13.539,32.813,33.569,-4.934,0.293,0.996,4.131,0.002,-4.612,0.000,-10.138,8.962,-0.639,6,-2.682,1,0.000,0.000,0.000,263.063,14,2,0,0,0,0,25,1,0.000
"ligprep_1.sdf:186",8,1,0,5,0,20,1,-2,413.211,8.499,615.017,132.110,476.465,0.000,6.441,1078.511,9.000,20.800,0.0669780,0.1014606,0.8269789,24.166,13.661,33.683,33.700,-5.092,0.274,0.996,3.980,0.001,-4.872,0.000,-10.443,8.976,-0.528,6,-2.732,1,0.000,0.000,0.000,264.781,14,2,0,0,0,0,25,1,0.000
"ligprep_1.sdf:186",8,1,0,5,0,20,1,-2,413.211,5.679,577.632,126.561,443.594,0.000,7.478,1045.501,9.000,20.800,0.0308441,0.1080273,0.8624427,22.845,13.199,32.681,33.386,-4.785,0.322,0.996,4.554,0.002,-4.201,0.000,-9.837,9.614,-0.296,6,-2.542,1,0.000,0.000,0.000,260.552,14,2,0,0,0,0,25,1,0.000
"ligprep_1.sdf:186",8,1,0,5,0,20,1,-2,413.211,9.573,601.976,136.922,458.414,0.000,6.640,1063.821,9.000,20.800,0.0861421,0.1036586,0.8372044,23.578,13.409,33.684,33.545,-4.965,0.301,0.996,4.145,0.002,-4.587,0.000,-10.110,9.421,-0.316,6,-2.679,1,0.000,0.000,0.000,259.415,14,2,0,0,0,0,25,1,0.000
"ligprep_1.sdf:186",8,1,0,5,0,20,1,-2,413.211,8.307,590.181,134.131,448.904,0.000,7.147,1060.362,9.000,20.800,0.0650747,0.1057303,0.8520840,23.440,13.345,33.353,33.453,-4.828,0.315,0.996,4.386,0.002,-4.348,0.000,-9.935,9.124,-0.450,6,-2.599,1,0.000,0.000,0.000,264.332,14,2,0,0,0,0,25,1,0.000
"ligprep_1.sdf:186",8,1,0,5,0,20,1,-2,413.211,6.282,594.936,137.820,451.408,0.000,5.708,1061.574,9.000,20.800,0.0371720,0.1048852,0.8459177,23.488,13.349,32.972,33.481,-4.880,0.316,0.996,4.286,0.002,-4.435,0.000,-9.981,9.510,0.104,6,-2.632,1,0.000,0.000,0.000,265.559,14,2,0,0,0,0,25,1,0.000
"ligprep_1.sdf:186",8,1,0,5,0,20,1,-2,413.211,5.204,552.348,133.777,411.213,0.000,7.358,1023.846,9.000,20.800,0.0264488,0.1129723,0.8894236,21.978,12.869,32.235,33.105,-4.483,0.307,0.996,4.990,0.005,-3.691,0.000,-9.241,9.180,0.003,6,-2.391,1,0.000,0.000,0.000,258.964,14,2,0,0,0,0,25,1,0.000
"ligprep_1.sdf:186",8,1,0,5,0,20,1,-2,413.211,7.359,582.260,139.094,436.981,0.000,6.185,1045.208,9.000,20.800,0.0518088,0.1071687,0.8554282,22.833,13.120,32.902,33.352,-4.784,0.326,0.996,4.440,0.003,-4.209,0.000,-9.715,9.867,-0.181,6,-2.581,1,0.000,0.000,0.000,253.904,14,2,0,0,0,0,25,1,0.000
"ligprep_1.sdf:186",8,1,0,5,0,20,1,-2,413.211,4.506,617.101,144.412,466.613,0.000,6.077,1081.156,9.000,20.800,0.0187794,0.1011179,0.8255322,24.272,13.613,33.004,33.637,-5.023,0.271,0.996,3.956,0.002,-4.793,0.000,-10.262,9.302,-0.530,6,-2.739,1,0.000,0.000,0.000,265.192,14,2,0,0,0,0,25,1,0.000
"ligprep_1.sdf:186",8,1,0,5,0,20,1,-2,413.211,6.392,609.654,137.831,465.509,0.000,6.315,1077.483,9.000,20.800,0.0379163,0.1023531,0.8337228,24.125,13.582,33.239,33.612,-4.984,0.287,0.996,4.089,0.002,-4.693,0.000,-10.241,9.166,-0.435,6,-2.696,1,0.000,0.000,0.000,264.796,14,2,0,0,0,0,25,1,0.000
"ligprep_1.sdf:186",8,1,0,5,0,20,1,-2,413.211,5.944,588.532,128.564,453.025,0.000,6.943,1051.735,9.000,20.800,0.0335922,0.1060265,0.8498310,23.094,13.285,32.810,33.477,-4.900,0.318,0.996,4.349,0.002,-4.408,0.000,-10.011,9.506,-0.239,6,-2.611,1,0.000,0.000,0.000,264.044,14,2,0,0,0,0,25,1,0.000
"ligprep_1.sdf:186",8,1,0,5,0,20,1,-2,413.211,2.256,591.401,126.223,458.518,0.000,6.660,1053.240,9.000,20.800,0.0048310,0.1055121,0.8465146,23.155,13.328,32.451,33.521,-4.952,0.316,0.996,4.296,0.002,-4.493,0.000,-10.112,8.977,-0.329,6,-2.629,1,0.000,0.000,0.000,261.187,14,2,0,0,0,0,25,1,0.000
"ligprep_1.sdf:186",8,1,0,5,0,20,1,-2,413.211,12.005,608.888,150.636,452.074,0.000,6.178,1073.205,9.000,20.800,0.1342894,0.1024820,0.8325618,23.954,13.444,34.428,33.519,-4.914,0.290,0.996,4.070,0.002,-4.576,0.000,-9.994,9.169,-0.260,6,-2.703,1,0.000,0.000,0.000,260.360,14,2,0,0,0,0,25,1,0.000
"ligprep_1.sdf:186",8,1,0,5,0,20,1,-2,413.211,6.826,568.684,151.423,409.742,0.000,7.518,1032.632,9.000,20.800,0.0451186,0.1097271,0.8688098,22.330,12.861,32.545,33.135,-4.559,0.321,0.996,4.657,0.005,-3.844,0.000,-9.213,9.284,-0.096,6,-2.506,1,0.000,0.000,0.000,252.629,14,2,0,0,0,0,25,1,0.001
"ligprep_1.sdf:186",8,1,0,5,0,20,1,-2,413.211,3.616,606.587,129.908,470.408,0.000,6.271,1073.895,9.000,20.800,0.0121790,0.1028706,0.8360776,23.981,13.586,32.868,33.638,-5.018,0.294,0.996,4.127,0.001,-4.714,0.000,-10.332,9.067,-0.203,6,-2.684,1,0.000,0.000,0.000,267.308,14,2,0,0,0,0,25,1,0.000
"ligprep_1.sdf:186",8,1,0,5,0,20,1,-2,413.211,10.478,600.251,151.449,443.019,0.000,5.782,1061.102,9.000,20.800,0.1034627,0.1039565,0.8381794,23.469,13.270,33.805,33.436,-4.866,0.308,0.996,4.161,0.003,-4.433,0.000,-9.827,9.066,-0.203,6,-2.674,1,0.000,0.000,0.000,259.787,14,2,0,0,0,0,25,1,0.000
"ligprep_1.sdf:186",8,1,0,5,0,20,1,-2,413.211,3.764,611.921,145.416,460.483,0.000,6.022,1078.896,9.000,20.800,0.0131345,0.1019739,0.8313600,24.181,13.555,32.885,33.583,-4.958,0.284,0.996,4.051,0.002,-4.670,0.000,-10.149,8.936,-0.449,6,-2.708,1,0.000,0.000,0.000,260.991,14,2,0,0,0,0,25,1,0.000
"ligprep_1.sdf:186",8,1,0,5,0,20,1,-2,413.211,5.261,603.521,145.150,451.044,0.000,7.326,1070.005,9.000,20.800,0.0258627,0.1033933,0.8382947,23.826,13.423,32.917,33.499,-4.883,0.295,0.996,4.163,0.002,-4.504,0.000,-9.975,8.941,-0.297,6,-2.672,1,0.000,0.000,0.000,261.452,14,2,0,0,0,0,25,1,0.000
"ligprep_1.sdf:186",8,1,0,5,0,20,1,-2,413.211,11.165,578.963,128.046,443.108,0.000,7.809,1051.035,9.000,20.800,0.1186033,0.1077790,0.8634943,23.066,13.253,33.966,33.386,-4.755,0.320,0.996,4.571,0.003,-4.186,0.000,-9.828,9.324,-0.289,6,-2.537,1,0.000,0.000,0.000,267.566,14,2,0,0,0,0,25,1,0.000
"ligprep_1.sdf:186",8,1,0,5,0,20,1,-2,413.211,12.156,594.011,133.499,454.069,0.000,6.443,1053.617,9.000,20.800,0.1402413,0.1050486,0.8429962,23.170,13.291,34.278,33.497,-4.940,0.314,0.996,4.239,0.002,-4.487,0.000,-10.030,9.104,-0.151,6,-2.648,1,0.000,0.000,0.000,257.599,14,2,0,0,0,0,25,1,0.000
"ligprep_1.sdf:186",8,1,0,5,0,20,1,-2,413.211,7.058,592.911,130.005,456.594,0.000,6.312,1049.811,9.000,20.800,0.0474453,0.1052435,0.8425257,23.017,13.271,32.961,33.511,-4.975,0.316,0.996,4.231,0.002,-4.516,0.000,-10.077,8.593,-0.186,6,-2.651,1,0.000,0.000,0.000,259.255,14,2,0,0,0,0,25,1,0.000
"ligprep_1.sdf:186",8,1,0,5,0,20,1,-2,413.211,2.067,587.563,139.896,439.757,0.000,7.909,1049.615,9.000,20.800,0.0040703,0.1062014,0.8500882,23.010,13.179,32.314,33.384,-4.811,0.314,0.996,4.354,0.003,-4.281,0.000,-9.767,9.022,-0.200,6,-2.610,1,0.000,0.000,0.000,257.534,14,2,0,0,0,0,25,1,0.000
"ligprep_1.sdf:186",8,1,0,5,0,20,1,-2,413.211,9.636,596.270,157.913,430.669,0.000,7.689,1061.030,9.000,20.800,0.0875166,0.1046506,0.8437369,23.466,13.207,33.554,33.343,-4.743,0.305,0.996,4.251,0.003,-4.258,0.000,-9.599,9.038,-0.106,6,-2.644,1,0.000,0.000,0.000,254.616,14,2,0,0,0,0,25,1,0.000
"ligprep_1.sdf:186",8,1,0,5,0,20,1,-2,413.211,8.219,606.735,144.193,456.657,0.000,5.886,1066.955,9.000,20.800,0.0633116,0.1028455,0.8322679,23.704,13.413,33.386,33.545,-4.971,0.295,0.996,4.065,0.002,-4.624,0.000,-10.078,9.177,-0.479,6,-2.705,1,0.000,0.000,0.000,261.043,14,2,0,0,0,0,25,1,0.000
"ligprep_1.sdf:186",8,1,0,5,0,20,1,-2,413.211,5.259,587.017,141.186,438.029,0.000,7.803,1046.852,9.000,20.800,0.0264221,0.1063001,0.8493841,22.899,13.138,32.570,33.371,-4.813,0.315,0.996,4.342,0.003,-4.272,0.000,-9.735,9.385,-0.458,6,-2.613,1,0.000,0.000,0.000,260.808,14,2,0,0,0,0,25,1,0.000
"ligprep_1.sdf:186",8,1,0,5,0,20,1,-2,413.211,9.235,613.648,153.374,454.251,0.000,6.023,1077.740,9.000,20.800,0.0791256,0.1016870,0.8284291,24.135,13.496,33.731,33.545,-4.935,0.279,0.996,4.003,0.002,-4.641,0.000,-10.034,9.056,-0.233,6,-2.724,1,0.000,0.000,0.000,258.590,14,2,0,0,0,0,25,1,0.000
"ligprep_1.sdf:186",8,1,0,5,0,20,1,-2,413.211,3.716,602.074,150.113,446.909,0.000,5.052,1062.687,9.000,20.800,0.0129967,0.1036417,0.8364730,23.533,13.305,32.597,33.467,-4.899,0.308,0.996,4.133,0.002,-4.489,0.000,-9.898,9.545,-0.295,6,-2.683,1,0.000,0.000,0.000,252.269,14,2,0,0,0,0,25,1,0.000
"ligprep_1.sdf:186",8,1,0,5,0,20,1,-2,413.211,6.063,574.892,142.520,425.928,0.000,6.444,1037.771,9.000,20.800,0.0354228,0.1085422,0.8622768,22.536,12.994,32.540,33.259,-4.694,0.327,0.996,4.551,0.004,-4.047,0.000,-9.512,9.479,-0.573,6,-2.543,1,0.000,0.000,0.000,258.529,14,2,0,0,0,0,25,1,0.000
"ligprep_1.sdf:186",8,1,0,5,0,20,1,-2,413.211,5.556,600.088,142.378,451.489,0.000,6.220,1064.269,9.000,20.800,0.0290036,0.1039848,0.8400749,23.596,13.367,32.881,33.494,-4.901,0.306,0.996,4.192,0.002,-4.493,0.000,-9.983,9.276,-0.615,6,-2.663,1,0.000,0.000,0.000,262.785,14,2,0,0,0,0,25,1,0.000
"ligprep_1.sdf:186",8,1,0,5,0,20,1,-2,413.211,12.334,578.157,151.263,421.406,0.000,5.488,1044.668,9.000,20.800,0.1456118,0.1079292,0.8612016,22.812,13.017,34.118,33.236,-4.649,0.330,0.996,4.533,0.004,-4.018,0.000,-9.428,9.446,-0.362,6,-2.549,1,0.000,0.000,0.000,259.456,14,2,0,0,0,0,25,1,0.000
"ligprep_1.sdf:186",8,1,0,5,0,20,1,-2,413.211,11.017,607.973,145.683,456.693,0.000,5.597,1075.545,9.000,20.800,0.1128427,0.1026362,0.8350259,24.047,13.498,34.196,33.548,-4.926,0.294,0.996,4.110,0.002,-4.596,0.000,-10.079,9.315,-0.557,6,-2.689,1,0.000,0.000,0.000,262.516,14,2,0,0,0,0,25,1,0.000
"ligprep_1.sdf:186",8,1,0,5,0,20,1,-2,413.211,10.260,595.987,120.245,467.877,0.000,7.865,1055.914,9.000,20.800,0.0996895,0.1047003,0.8414227,23.262,13.417,33.825,33.596,-5.031,0.305,0.996,4.213,0.001,-4.630,0.000,-10.285,9.396,-0.302,6,-2.657,1,0.000,0.000,0.000,262.339,14,2,0,0,0,0,25,1,0.000
"ligprep_1.sdf:186",8,1,0,5,0,20,1,-2,413.211,4.160,606.715,136.866,463.781,0.000,6.068,1075.270,9.000,20.800,0.0160914,0.1028489,0.8366142,24.036,13.552,32.909,33.593,-4.965,0.294,0.996,4.136,0.002,-4.646,0.000,-10.209,8.945,-0.277,6,-2.681,1,0.000,0.000,0.000,263.535,14,2,0,0,0,0,25,1,0.000
"ligprep_1.sdf:186",8,1,0,5,0,20,1,-2,413.211,8.670,601.626,131.324,463.996,0.000,6.306,1066.391,9.000,20.800,0.0704840,0.1037189,0.8390396,23.681,13.474,33.539,33.582,-4.985,0.303,0.996,4.175,0.002,-4.622,0.000,-10.213,8.889,-0.326,6,-2.669,1,0.000,0.000,0.000,266.252,14,2,0,0,0,0,25,1,0.000
"ligprep_1.sdf:186",8,1,0,5,0,20,1,-2,413.211,3.584,577.179,118.069,452.524,0.000,6.587,1044.345,9.000,20.800,0.0123009,0.1081120,0.8624825,22.799,13.245,32.450,33.446,-4.854,0.326,0.996,4.554,0.002,-4.283,0.000,-10.002,9.095,-0.310,6,-2.542,1,0.000,0.000,0.000,262.943,14,2,0,0,0,0,25,1,0.000
